2100.003,3.4050989758627297e-06
2100.016,3.4050989758627297e-06
2100.028,3.4050989758627297e-06
2100.04,3.4050989758627297e-06
2100.053,3.4050989758627297e-06
2100.065,3.4050989758627297e-06
2100.078,2.3895769265231126e-06
2100.09,1.3896298512789972e-06
2100.102,5.33102736335729e-07
2100.115,-2.5121321450916008e-08
2100.127,-2.189760277139165e-07
2100.139,-1.3250036344499765e-07
2100.152,5.723925232033049e-08
2100.164,1.9612442333175736e-07
2100.176,2.277624862705961e-07
2100.189,1.8527144123896073e-07
2100.204,1.3197568426227574e-07
2100.213,1.0781681282061793e-07
2100.226,1.1328222910813714e-07
2100.238,1.2662757253694453e-07
2100.25,1.299761681168385e-07
2100.265,1.2124842749569815e-07
2100.278,1.0844105024887474e-07
2100.29,9.99305576329529e-08
2100.3,1.001524112393808e-07
2100.312,1.0801578554097022e-07
2100.325,1.1632163181724285e-07
2100.337,1.1577896158877234e-07
2100.349,1.021958724763114e-07
2100.362,7.890407587348318e-08
2100.374,5.1721156561116156e-08
2100.386,2.3434545986459485e-08
2100.398,-5.68949049479179e-09
2100.411,-3.433724785236473e-08
2100.423,-6.004966298169885e-08
2100.435,-8.18551118722051e-08
2100.448,-1.0033588880498075e-07
2100.46,-1.1517618382624054e-07
2100.472,-1.24569975857924e-07
2100.486,-1.273292136484948e-07
2100.498,-1.2456067659729668e-07
2100.51,-1.190875753928518e-07
2100.522,-1.1353960077513659e-07
2100.534,-1.089372479713313e-07
2100.547,-1.0496053391460318e-07
2100.559,-1.0104279433849094e-07
2100.572,-9.63413832950076e-08
2100.584,-8.843405433531988e-08
2100.599,-7.328523559851086e-08
2100.608,-4.852042684071936e-08
2100.627,-1.6911123652745736e-08
2100.633,1.4458804391842271e-08
2100.683,3.803337020477278e-08
2100.694,4.916419054544824e-08
2100.707,4.835832476288588e-08
2100.719,4.104704952432595e-08
2100.731,3.304867638786788e-08
2100.744,2.4895224867827842e-08
2100.756,1.160728503408708e-08
2100.775,-1.0605036754926783e-08
2100.781,-3.762513947144801e-08
2100.794,-5.8231190374209867e-08
2100.806,-6.116947042814345e-08
2100.818,-4.192981994965878e-08
2100.83,-6.698121810518543e-09
2100.843,2.8120306124464485e-08
2100.855,4.478661051713773e-08
2100.868,3.741833353713826e-08
