Date,Open,High,Low,Close,Adj Close,Volume
2020-04-10,0.761529,1.199624,0.634036,0.869614,0.869614,79883186
2020-04-11,0.869614,0.959328,0.699575,0.710364,0.710364,40110143
2020-04-12,0.718255,0.874070,0.697203,0.807336,0.807336,35437327
2020-04-13,0.814886,0.815819,0.708802,0.712193,0.712193,16674490
2020-04-14,0.712193,0.728107,0.571831,0.602587,0.602587,15246291
2020-04-15,0.609291,0.642295,0.569768,0.593005,0.593005,11990550
2020-04-16,0.578541,0.711831,0.573519,0.636199,0.636199,19658371
2020-04-17,0.634814,0.662114,0.607650,0.607650,0.607650,9077858
2020-04-18,0.607650,0.659879,0.606370,0.626295,0.626295,8995043
2020-04-19,0.626681,0.629642,0.550333,0.558614,0.558614,8549590
2020-04-20,0.564116,0.587388,0.479521,0.495928,0.495928,7678628
2020-04-21,0.498298,0.556965,0.469371,0.541297,0.541297,8945337
2020-04-22,0.535316,0.653235,0.524899,0.639956,0.639956,17422408
2020-04-23,0.634170,0.645698,0.554431,0.582327,0.582327,12515329
2020-04-24,0.579138,0.621736,0.568211,0.586065,0.586065,8375665
2020-04-25,0.582633,0.619982,0.574334,0.594461,0.594461,6756485
2020-04-26,0.603596,0.639064,0.583488,0.587311,0.587311,7689739
2020-04-27,0.587503,0.610046,0.518079,0.528783,0.528783,6842866
2020-04-28,0.534216,0.638184,0.524734,0.610460,0.610460,6895974
2020-04-29,0.611376,0.715126,0.603972,0.685732,0.685732,8091843
2020-04-30,0.686977,0.737000,0.628603,0.631443,0.631443,4584190
2020-05-01,0.631443,0.670982,0.627133,0.656956,0.656956,3753796
2020-05-02,0.655580,0.675092,0.638067,0.645254,0.645254,3101859
2020-05-03,0.644280,0.657804,0.591839,0.620098,0.620098,3037227
2020-05-04,0.620181,0.647131,0.565340,0.612146,0.612146,3158167
2020-05-05,0.617603,0.629410,0.577763,0.592237,0.592237,2627423
2020-05-06,0.592807,0.622722,0.576503,0.576503,0.576503,2479383
2020-05-07,0.576503,0.585509,0.529466,0.565677,0.565677,3096874
2020-05-08,0.565677,0.580353,0.544542,0.551509,0.551509,2268492
2020-05-09,0.550706,0.570101,0.536391,0.551048,0.551048,1940207
2020-05-10,0.550988,0.558136,0.467692,0.495464,0.495464,2147412
2020-05-11,0.494746,0.527231,0.467173,0.476742,0.476742,1941561
2020-05-12,0.475000,0.515267,0.468369,0.496553,0.496553,2027077
2020-05-13,0.496365,0.522217,0.478156,0.508747,0.508747,2149873
2020-05-14,0.508747,0.537471,0.508389,0.526618,0.526618,1894966
2020-05-15,0.526688,0.531797,0.505665,0.517255,0.517255,1709609
2020-05-16,0.516542,0.560485,0.512273,0.553634,0.553634,2125757
2020-05-17,0.550037,0.591591,0.544444,0.566590,0.566590,2714164
2020-05-18,0.566307,0.623628,0.563387,0.598003,0.598003,3036751
2020-05-19,0.596449,0.599302,0.558646,0.571504,0.571504,2178431
2020-05-20,0.569693,0.573267,0.524029,0.527476,0.527476,2097432
2020-05-21,0.527965,0.560512,0.495686,0.556117,0.556117,2614767
2020-05-22,0.552759,0.620285,0.533043,0.586097,0.586097,3129599
2020-05-23,0.584757,0.586073,0.539652,0.562388,0.562388,2420553
2020-05-24,0.562624,0.562624,0.502809,0.503349,0.503349,2554836
2020-05-25,0.502906,0.596706,0.493390,0.551195,0.551195,4136850
