Date,Open,High,Low,Close,Adj Close,Volume
2017-11-11,858.818481,1203.515381,780.864258,1149.318359,1149.318359,4406902046
2017-11-12,1154.908691,2124.367676,1042.253296,1191.132080,1191.132080,7179519561
2017-11-13,1185.094238,1287.333862,895.048462,1160.927734,1160.927734,4158938729
2017-11-14,1154.702881,1185.983643,1038.037720,1080.269775,1080.269775,1440249399
2017-11-15,1077.097290,1125.299072,1011.180847,1029.027344,1029.027344,1121863833
2017-11-16,1020.344604,1027.993896,744.813477,764.795410,764.795410,1727534427
2017-11-17,771.912048,1031.012939,731.937500,1005.240356,1005.240356,2716382505
2017-11-18,1015.373596,1177.062622,1015.373596,1063.792114,1063.792114,2589476795
2017-11-19,1069.235962,1070.414673,970.134766,998.764404,998.764404,1095790384
2017-11-20,999.088257,1053.178223,994.360718,1053.178223,1053.178223,681708412
2017-11-21,1040.201172,1043.161499,972.037170,1002.529785,1002.529785,658312613
2017-11-22,1000.902954,1135.706421,998.295837,1103.191162,1103.191162,1284594522
2017-11-23,1102.276978,1421.056641,1100.160767,1421.056641,1421.056641,3470411100
2017-11-24,1394.092285,1505.895752,1330.316650,1381.818970,1381.818970,2622766136
2017-11-25,1369.656372,1388.558350,1287.317749,1317.074585,1317.074585,1307661304
2017-11-26,1317.175171,1474.478027,1310.435913,1455.236084,1455.236084,1335666961
2017-11-27,1444.562744,1462.358398,1348.025513,1363.046021,1363.046021,1168901183
2017-11-28,1361.869995,1368.505859,1298.998169,1305.013550,1305.013550,1076029710
2017-11-29,1301.173218,1414.156494,1124.263672,1147.240967,1147.240967,1978779993
2017-11-30,1164.664185,1238.197632,1030.264648,1168.078735,1168.078735,1018431710
2017-12-01,1161.380127,1245.635620,1091.356079,1230.280151,1230.280151,811801645
2017-12-02,1229.758667,1263.663940,1190.587891,1206.981201,1206.981201,483228208
2017-12-03,1207.300903,1391.462158,1194.885986,1315.730469,1315.730469,1245563401
2017-12-04,1315.924438,1333.876343,1263.682373,1328.827881,1328.827881,657819149
2017-12-05,1331.558105,1370.217773,1266.700439,1269.526611,1269.526611,873034658
2017-12-06,1266.686401,1292.778687,1183.086182,1211.538452,1211.538452,978159973
2017-12-07,1212.055176,1233.135498,1124.490356,1130.589600,1130.589600,1091751600
2017-12-08,1129.085938,1472.336060,1061.074829,1244.585205,1244.585205,2171013179
2017-12-09,1245.010254,1297.517822,1150.884033,1198.622925,1198.622925,900722530
2017-12-10,1200.135986,1200.135986,1042.341064,1124.390259,1124.390259,752856307
2017-12-11,1121.781250,1233.025146,1118.914063,1208.815308,1208.815308,783687473
2017-12-12,1212.212280,1395.477051,1212.212280,1375.547241,1375.547241,1180691580
2017-12-13,1377.216553,1447.483398,1275.276611,1358.271362,1358.271362,1052036174
2017-12-14,1352.374146,1759.778320,1346.248169,1669.899780,1669.899780,2307975240
2017-12-15,1677.136108,1677.278564,1421.723389,1544.783936,1544.783936,1239984643
2017-12-16,1552.799561,1608.287964,1505.701172,1533.253906,1533.253906,826459306
2017-12-17,1542.145996,1650.723267,1537.312866,1586.374878,1586.374878,869105012
2017-12-18,1591.765259,1993.934204,1530.124146,1864.244995,1864.244995,2154502344
2017-12-19,1866.298950,2465.104248,1832.996826,2370.640381,2370.640381,3306302724
2017-12-20,2386.811523,3666.655518,2386.811523,3303.081543,3303.081543,10010609171
2017-12-21,3291.235107,3290.681152,2561.559814,2756.640137,2756.640137,3091739777
2017-12-22,2804.589844,2847.346680,1635.470825,2274.344238,2274.344238,3270447823
2017-12-23,2316.732666,2934.730469,2264.333252,2746.968018,2746.968018,2398001248
2017-12-24,2749.894531,2749.894531,2170.397217,2450.303955,2450.303955,1445104659
2017-12-25,2472.442627,2610.426270,2324.224121,2488.998291,2488.998291,1141807767
2017-12-26,2483.143799,2625.149658,2456.651855,2622.208008,2622.208008,1302656842
2017-12-27,2621.727539,2621.948486,2329.592285,2428.372070,2428.372070,1181990124
2017-12-28,2427.632568,2434.473389,2076.054199,2149.794678,2149.794678,2698132145
2017-12-29,2167.099365,2434.732910,1994.023926,2317.397461,2317.397461,2066872211
2017-12-30,2327.067383,2327.067383,1941.872314,1994.339722,1994.339722,1048482828
2017-12-31,1981.460449,2190.688477,1959.011353,2110.489990,2110.489990,1083836001
2018-01-01,2111.998047,2112.207520,1991.100708,2025.597534,2025.597534,768434501
2018-01-02,2027.229614,2379.961670,2027.398438,2247.740723,2247.740723,1518306900
2018-01-03,2239.076416,2453.939941,2158.488037,2172.098145,2172.098145,3904113399
2018-01-04,2172.248291,2174.441895,1961.506470,2014.072510,2014.072510,4456539062
2018-01-05,1989.673462,2200.697998,1963.872192,2148.719727,2148.719727,1758987323
2018-01-06,2148.079346,2352.585693,2062.986572,2316.802490,2316.802490,1387728580
2018-01-07,2315.164551,2553.342041,2269.961914,2315.261230,2315.261230,1200282489
2018-01-08,2315.028809,2335.510742,1902.232544,2023.118042,2023.118042,1193834045
2018-01-09,2015.506836,2097.084229,1968.030762,2005.164795,2005.164795,909491030
2018-01-10,2003.873535,2476.955322,1954.319214,2421.898682,2421.898682,2157097542
2018-01-11,2418.695068,2490.786621,2006.395508,2045.187378,2045.187378,1617764265
2018-01-12,2056.224365,2180.689941,2001.268799,2149.409424,2149.409424,910464189
2018-01-13,2146.678711,2337.436523,2123.199951,2202.140381,2202.140381,999319324
2018-01-14,2203.624756,2252.427490,2042.020752,2094.602295,2094.602295,814856453
2018-01-15,2084.971436,2111.062744,1899.730835,1958.043213,1958.043213,1151536841
2018-01-16,1962.380859,1961.901001,1269.247070,1444.229736,1444.229736,1388777467
2018-01-17,1440.570435,1528.431641,1112.398926,1435.298462,1435.298462,1196920969
2018-01-18,1438.763428,1547.711304,1390.938965,1436.074585,1436.074585,837129103
2018-01-19,1422.521118,1526.668823,1408.160400,1448.134155,1448.134155,608221748
2018-01-20,1460.114624,1738.502441,1456.996704,1662.946045,1662.946045,913453355
2018-01-21,1664.238892,1664.238892,1413.425171,1449.608398,1449.608398,608011593
2018-01-22,1464.148193,1482.822876,1244.188843,1323.368164,1323.368164,555931802
2018-01-23,1324.363647,1384.979980,1228.944824,1317.510376,1317.510376,470450963
2018-01-24,1318.071045,1380.452148,1280.412964,1322.839111,1322.839111,393964161
2018-01-25,1340.521362,1373.743042,1288.522827,1325.252197,1325.252197,421430057
2018-01-26,1321.273438,1350.792603,1204.729370,1291.488892,1291.488892,478836467
2018-01-27,1290.361572,1341.339966,1262.404419,1311.401855,1311.401855,355698539
2018-01-28,1317.666504,1419.067505,1317.666504,1404.980347,1404.980347,467088261
2018-01-29,1404.264160,1418.878296,1323.261475,1338.562256,1338.562256,292579153
2018-01-30,1339.006470,1343.086792,1183.149414,1185.162842,1185.162842,523712908
2018-01-31,1185.315918,1222.305176,1133.067383,1197.559570,1197.559570,587313969
2018-02-01,1200.966431,1210.191650,970.894287,1018.746460,1018.746460,542025716
2018-02-02,1017.267578,1018.815063,785.437683,955.971130,955.971130,719635621
2018-02-03,958.451050,1054.919800,861.019226,1021.268066,1021.268066,363644456
2018-02-04,1021.805786,1032.889282,885.582214,936.349060,936.349060,527104278
2018-02-05,931.937988,944.430969,674.877075,717.681396,717.681396,459455715
2018-02-06,720.554810,790.656616,616.441833,787.240479,787.240479,628015213
2018-02-07,784.454285,848.271667,731.118774,780.797119,780.797119,706024954
2018-02-08,775.586426,1095.707397,774.576355,1047.765137,1047.765137,1797479569
2018-02-09,1039.045654,1095.040405,985.290771,1072.598755,1072.598755,926804545
